407;3827
412;3819
417;3814
424;3808
434;3810
436;3802
440;3795
445;3789
447;3788
447;3767
450;3766
451;3782
451;3783
457;3780
465;3780
473;3772
477;3771
470;3781
475;3785
476;3788
466;3783
457;3785
449;3792
443;3799
441;3808
439;3817
440;3834
444;3844
446;3852
450;3867
449;3875
444;3866
443;3856
439;3850
438;3841
436;3832
435;3817
421;3815
420;3820
419;3830
410;3839
410;3845
409;3855
405;3857
407;3864
407;3868
407;3873
407;3878
403;3879
402;3886
415;3897
421;3889
420;3881
424;3882
426;3888
409;3909
409;3921
413;3934
405;3943
399;3949
398;3959
402;3969
inf;Fjord;Hardangerfjorden;10;medium;Norways second longest fjord(183 km). Location: Hordaland#Norges nest lengste fjord(183 km). Lokasjon: Hordaland#spn#fra#ger
eof
